elapsed_time,V1
'00:00:48.272',0.130
'00:00:48.275',0.140
'00:00:48.278',0.125
'00:00:48.281',0.115
'00:00:48.283',0.110
'00:00:48.286',0.100
'00:00:48.289',0.115
'00:00:48.292',0.115
'00:00:48.294',0.120
'00:00:48.297',0.115
'00:00:48.300',0.105
'00:00:48.303',0.110
'00:00:48.306',0.135
'00:00:48.308',0.135
'00:00:48.311',0.130
'00:00:48.314',0.110
'00:00:48.317',0.100
'00:00:48.319',0.120
'00:00:48.322',0.125
'00:00:48.325',0.115
'00:00:48.328',0.130
'00:00:48.331',0.120
'00:00:48.333',0.120
'00:00:48.336',0.130
'00:00:48.339',0.115
'00:00:48.342',0.110
'00:00:48.344',0.105
'00:00:48.347',0.100
'00:00:48.350',0.100
'00:00:48.353',0.100
'00:00:48.356',0.115
'00:00:48.358',0.120
'00:00:48.361',0.115
'00:00:48.364',0.110
'00:00:48.367',0.105
'00:00:48.369',0.115
'00:00:48.372',0.125
'00:00:48.375',0.125
'00:00:48.378',0.130
'00:00:48.381',0.120
'00:00:48.383',0.120
'00:00:48.386',0.130
'00:00:48.389',0.135
'00:00:48.392',0.125
'00:00:48.394',0.125
'00:00:48.397',0.120
'00:00:48.400',0.100
'00:00:48.403',0.115
'00:00:48.406',0.130
'00:00:48.408',0.125
'00:00:48.411',0.125
'00:00:48.414',0.115
'00:00:48.417',0.110
'00:00:48.419',0.120
'00:00:48.422',0.130
'00:00:48.425',0.140
'00:00:48.428',0.125
'00:00:48.431',0.115
'00:00:48.433',0.105
'00:00:48.436',0.110
'00:00:48.439',0.135
'00:00:48.442',0.135
'00:00:48.444',0.145
'00:00:48.447',0.130
'00:00:48.450',0.135
'00:00:48.453',0.150
'00:00:48.456',0.175
'00:00:48.458',0.185
'00:00:48.461',0.200
'00:00:48.464',0.195
'00:00:48.467',0.190
'00:00:48.469',0.195
'00:00:48.472',0.215
'00:00:48.475',0.215
'00:00:48.478',0.215
'00:00:48.481',0.195
'00:00:48.483',0.165
'00:00:48.486',0.175
'00:00:48.489',0.185
'00:00:48.492',0.180
'00:00:48.494',0.180
'00:00:48.497',0.155
'00:00:48.500',0.155
'00:00:48.503',0.150
'00:00:48.506',0.165
'00:00:48.508',0.160
'00:00:48.511',0.165
'00:00:48.514',0.160
'00:00:48.517',0.140
'00:00:48.519',0.140
'00:00:48.522',0.155
'00:00:48.525',0.145
'00:00:48.528',0.145
'00:00:48.531',0.125
'00:00:48.533',0.115
'00:00:48.536',0.110
'00:00:48.539',0.095
'00:00:48.542',0.110
'00:00:48.544',0.115
'00:00:48.547',0.090
'00:00:48.550',0.090
'00:00:48.553',0.095
'00:00:48.556',0.090
'00:00:48.558',0.095
'00:00:48.561',0.095
'00:00:48.564',0.090
'00:00:48.567',0.075
'00:00:48.569',0.075
'00:00:48.572',0.080
'00:00:48.575',0.090
'00:00:48.578',0.085
'00:00:48.581',0.075
'00:00:48.583',0.075
'00:00:48.586',0.075
'00:00:48.589',0.085
'00:00:48.592',0.095
'00:00:48.594',0.090
'00:00:48.597',0.090
'00:00:48.600',0.075
'00:00:48.603',0.085
'00:00:48.606',0.100
'00:00:48.608',0.085
'00:00:48.611',0.075
'00:00:48.614',0.065
'00:00:48.617',0.060
'00:00:48.619',0.070
'00:00:48.622',0.070
'00:00:48.625',0.085
'00:00:48.628',0.085
'00:00:48.631',0.080
'00:00:48.633',0.055
'00:00:48.636',0.010
'00:00:48.639',-0.065
'00:00:48.642',-0.175
'00:00:48.644',-0.335
'00:00:48.647',-0.520
'00:00:48.650',-0.730
'00:00:48.653',-0.990
'00:00:48.656',-1.290
'00:00:48.658',-1.540
'00:00:48.661',-1.665
'00:00:48.664',-1.660
'00:00:48.667',-1.605
'00:00:48.669',-1.540
'00:00:48.672',-1.490
'00:00:48.675',-1.435
'00:00:48.678',-1.380
'00:00:48.681',-1.330
'00:00:48.683',-1.310
'00:00:48.686',-1.270
'00:00:48.689',-1.220
'00:00:48.692',-1.170
'00:00:48.694',-1.125
'00:00:48.697',-1.070
'00:00:48.700',-1.015
'00:00:48.703',-0.940
'00:00:48.706',-0.870
'00:00:48.708',-0.825
'00:00:48.711',-0.735
'00:00:48.714',-0.645
'00:00:48.717',-0.530
'00:00:48.719',-0.420
'00:00:48.722',-0.325
'00:00:48.725',-0.230
'00:00:48.728',-0.160
'00:00:48.731',-0.095
'00:00:48.733',-0.010
'00:00:48.736',0.060
'00:00:48.739',0.145
'00:00:48.742',0.195
'00:00:48.744',0.245
'00:00:48.747',0.265
'00:00:48.750',0.290
'00:00:48.753',0.325
'00:00:48.756',0.355
'00:00:48.758',0.365
'00:00:48.761',0.375
'00:00:48.764',0.370
'00:00:48.767',0.380
'00:00:48.769',0.395
'00:00:48.772',0.415
'00:00:48.775',0.420
'00:00:48.778',0.420
'00:00:48.781',0.405
'00:00:48.783',0.410
'00:00:48.786',0.420
'00:00:48.789',0.435
'00:00:48.792',0.440
'00:00:48.794',0.435
'00:00:48.797',0.430
'00:00:48.800',0.430
'00:00:48.803',0.430
'00:00:48.806',0.445
'00:00:48.808',0.445
'00:00:48.811',0.450
'00:00:48.814',0.450
'00:00:48.817',0.430
'00:00:48.819',0.440
'00:00:48.822',0.445
'00:00:48.825',0.455
'00:00:48.828',0.465
'00:00:48.831',0.450
'00:00:48.833',0.435
'00:00:48.836',0.430
'00:00:48.839',0.435
'00:00:48.842',0.450
'00:00:48.844',0.445
'00:00:48.847',0.435
'00:00:48.850',0.425
'00:00:48.853',0.440
'00:00:48.856',0.445
'00:00:48.858',0.445
'00:00:48.861',0.445
'00:00:48.864',0.435
'00:00:48.867',0.420
'00:00:48.869',0.430
'00:00:48.872',0.440
'00:00:48.875',0.450
'00:00:48.878',0.450
'00:00:48.881',0.435
'00:00:48.883',0.415
'00:00:48.886',0.425
'00:00:48.889',0.425
'00:00:48.892',0.425
'00:00:48.894',0.425
'00:00:48.897',0.410
'00:00:48.900',0.400
'00:00:48.903',0.410
'00:00:48.906',0.420
'00:00:48.908',0.415
'00:00:48.911',0.415
'00:00:48.914',0.390
'00:00:48.917',0.380
'00:00:48.919',0.365
'00:00:48.922',0.365
'00:00:48.925',0.335
'00:00:48.928',0.325
'00:00:48.931',0.300
'00:00:48.933',0.295
'00:00:48.936',0.305
'00:00:48.939',0.320
'00:00:48.942',0.305
'00:00:48.944',0.285
'00:00:48.947',0.255
'00:00:48.950',0.235
'00:00:48.953',0.245
'00:00:48.956',0.245
'00:00:48.958',0.240
'00:00:48.961',0.225
'00:00:48.964',0.205
'00:00:48.967',0.185
'00:00:48.969',0.175
'00:00:48.972',0.185
'00:00:48.975',0.170
'00:00:48.978',0.150
'00:00:48.981',0.135
'00:00:48.983',0.110
'00:00:48.986',0.100
'00:00:48.989',0.090
'00:00:48.992',0.080
'00:00:48.994',0.045
'00:00:48.997',0.035
'00:00:49.000',0.015
'00:00:49.003',0.015
'00:00:49.006',0.015
'00:00:49.008',0.010
'00:00:49.011',0.000
'00:00:49.014',-0.020
'00:00:49.017',-0.040
'00:00:49.019',-0.055
'00:00:49.022',-0.035
'00:00:49.025',-0.025
'00:00:49.028',-0.035
'00:00:49.031',-0.040
'00:00:49.033',-0.050
'00:00:49.036',-0.035
'00:00:49.039',-0.025
'00:00:49.042',-0.020
'00:00:49.044',-0.035
'00:00:49.047',-0.040
'00:00:49.050',-0.050
'00:00:49.053',-0.035
'00:00:49.056',-0.025
'00:00:49.058',-0.015
'00:00:49.061',-0.025
'00:00:49.064',-0.045
'00:00:49.067',-0.035
'00:00:49.069',-0.025
'00:00:49.072',-0.010
'00:00:49.075',-0.005
'00:00:49.078',-0.010
'00:00:49.081',-0.025
'00:00:49.083',-0.035
'00:00:49.086',-0.025
'00:00:49.089',-0.005
'00:00:49.092',0.000
'00:00:49.094',0.005
'00:00:49.097',-0.005
'00:00:49.100',0.005
'00:00:49.103',-0.015
'00:00:49.106',-0.015
'00:00:49.108',-0.020
'00:00:49.111',-0.015
'00:00:49.114',-0.025
'00:00:49.117',-0.015
'00:00:49.119',-0.015
'00:00:49.122',0.010
'00:00:49.125',0.015
'00:00:49.128',0.020
'00:00:49.131',0.005
'00:00:49.133',0.005
'00:00:49.136',0.025
'00:00:49.139',0.030
'00:00:49.142',0.030
'00:00:49.144',0.030
'00:00:49.147',0.030
'00:00:49.150',0.020
'00:00:49.153',0.030
'00:00:49.156',0.050
'00:00:49.158',0.045
'00:00:49.161',0.055
'00:00:49.164',0.045
'00:00:49.167',0.035
'00:00:49.169',0.045
'00:00:49.172',0.050
'00:00:49.175',0.055
'00:00:49.178',0.050
'00:00:49.181',0.050
'00:00:49.183',0.040
'00:00:49.186',0.025
'00:00:49.189',0.025
'00:00:49.192',0.040
'00:00:49.194',0.040
'00:00:49.197',0.025
'00:00:49.200',0.020
'00:00:49.203',0.035
'00:00:49.206',0.035
'00:00:49.208',0.035
'00:00:49.211',0.045
'00:00:49.214',0.020
'00:00:49.217',0.045
'00:00:49.219',0.020
'00:00:49.222',0.015
'00:00:49.225',0.010
'00:00:49.228',0.000
'00:00:49.231',-0.020
'00:00:49.233',-0.025
'00:00:49.236',-0.010
'00:00:49.239',-0.015
'00:00:49.242',-0.015
'00:00:49.244',-0.020
'00:00:49.247',-0.025
'00:00:49.250',-0.035
'00:00:49.253',-0.030
'00:00:49.256',-0.005
'00:00:49.258',-0.005
'00:00:49.261',-0.020
'00:00:49.264',-0.035
'00:00:49.267',-0.060
'00:00:49.269',-0.040
'00:00:49.272',-0.035
'00:00:49.275',-0.045
'00:00:49.278',-0.045
'00:00:49.281',-0.060
'00:00:49.283',-0.075
'00:00:49.286',-0.060
'00:00:49.289',-0.065
'00:00:49.292',-0.055
'00:00:49.294',-0.050
'00:00:49.297',-0.060
'00:00:49.300',-0.075
'00:00:49.303',-0.080
'00:00:49.306',-0.080
'00:00:49.308',-0.070
'00:00:49.311',-0.070
'00:00:49.314',-0.095
'00:00:49.317',-0.085
'00:00:49.319',-0.080
'00:00:49.322',-0.075
'00:00:49.325',-0.070
'00:00:49.328',-0.070
'00:00:49.331',-0.080
'00:00:49.333',-0.090
'00:00:49.336',-0.075
'00:00:49.339',-0.070
'00:00:49.342',-0.075
'00:00:49.344',-0.070
'00:00:49.347',-0.080
'00:00:49.350',-0.090
'00:00:49.353',-0.070
'00:00:49.356',-0.060
'00:00:49.358',-0.050
'00:00:49.361',-0.065
'00:00:49.364',-0.090
'00:00:49.367',-0.085
'00:00:49.369',-0.075
'00:00:49.372',-0.050
'00:00:49.375',-0.060
'00:00:49.378',-0.050
'00:00:49.381',-0.070
'00:00:49.383',-0.060
'00:00:49.386',-0.045
'00:00:49.389',-0.050
'00:00:49.392',-0.055
'00:00:49.394',-0.040
'00:00:49.397',-0.060
'00:00:49.400',-0.065
'00:00:49.403',-0.050
'00:00:49.406',-0.050
'00:00:49.408',-0.035
'00:00:49.411',-0.045
'00:00:49.414',-0.045
'00:00:49.417',-0.060
'00:00:49.419',-0.045
'00:00:49.422',-0.040
'00:00:49.425',-0.040
'00:00:49.428',-0.035
'00:00:49.431',-0.045
'00:00:49.433',-0.050
'00:00:49.436',-0.040
'00:00:49.439',-0.025
'00:00:49.442',-0.020
'00:00:49.444',-0.025
'00:00:49.447',-0.030
'00:00:49.450',-0.025
'00:00:49.453',-0.020
'00:00:49.456',-0.010
'00:00:49.458',-0.010
'00:00:49.461',-0.015
'00:00:49.464',-0.015
'00:00:49.467',0.000
'00:00:49.469',0.015
'00:00:49.472',0.035
'00:00:49.475',0.040
'00:00:49.478',0.040
'00:00:49.481',0.025
'00:00:49.483',0.025
'00:00:49.486',0.040
'00:00:49.489',0.065
'00:00:49.492',0.060
'00:00:49.494',0.060
'00:00:49.497',0.065
'00:00:49.500',0.065
'00:00:49.503',0.080
'00:00:49.506',0.085
'00:00:49.508',0.095
'00:00:49.511',0.095
'00:00:49.514',0.090
'00:00:49.517',0.090
'00:00:49.519',0.115
'00:00:49.522',0.130
'00:00:49.525',0.140
'00:00:49.528',0.125
'00:00:49.531',0.110
'00:00:49.533',0.135
'00:00:49.536',0.155
'00:00:49.539',0.200
'00:00:49.542',0.200
'00:00:49.544',0.225
'00:00:49.547',0.230
'00:00:49.550',0.245
'00:00:49.553',0.265
'00:00:49.556',0.300
'00:00:49.558',0.310
'00:00:49.561',0.315
'00:00:49.564',0.275
'00:00:49.567',0.250
'00:00:49.569',0.260
'00:00:49.572',0.280
'00:00:49.575',0.285
'00:00:49.578',0.250
'00:00:49.581',0.205
'00:00:49.583',0.205
'00:00:49.586',0.230
'00:00:49.589',0.255
'00:00:49.592',0.285
'00:00:49.594',0.300
'00:00:49.597',0.285
'00:00:49.600',0.270
'00:00:49.603',0.275
'00:00:49.606',0.280
'00:00:49.608',0.250
'00:00:49.611',0.235
'00:00:49.614',0.200
'00:00:49.617',0.195
'00:00:49.619',0.195
'00:00:49.622',0.215
'00:00:49.625',0.220
'00:00:49.628',0.230
'00:00:49.631',0.230
'00:00:49.633',0.210
'00:00:49.636',0.185
'00:00:49.639',0.185
'00:00:49.642',0.185
'00:00:49.644',0.185
'00:00:49.647',0.190
'00:00:49.650',0.180
'00:00:49.653',0.185
'00:00:49.656',0.200
'00:00:49.658',0.200
'00:00:49.661',0.195
'00:00:49.664',0.185
'00:00:49.667',0.180
'00:00:49.669',0.190
'00:00:49.672',0.205
'00:00:49.675',0.195
'00:00:49.678',0.200
'00:00:49.681',0.195
'00:00:49.683',0.190
'00:00:49.686',0.200
'00:00:49.689',0.200
'00:00:49.692',0.195
'00:00:49.694',0.175
'00:00:49.697',0.165
'00:00:49.700',0.170
'00:00:49.703',0.180
'00:00:49.706',0.185
'00:00:49.708',0.185
'00:00:49.711',0.190
'00:00:49.714',0.195
'00:00:49.717',0.215
'00:00:49.719',0.255
'00:00:49.722',0.240
'00:00:49.725',0.215
'00:00:49.728',0.160
'00:00:49.731',0.110
'00:00:49.733',0.060
'00:00:49.736',-0.020
'00:00:49.739',-0.120
'00:00:49.742',-0.260
'00:00:49.744',-0.415
'00:00:49.747',-0.610
'00:00:49.750',-0.820
'00:00:49.753',-1.080
'00:00:49.756',-1.320
'00:00:49.758',-1.515
'00:00:49.761',-1.605
'00:00:49.764',-1.630
'00:00:49.767',-1.605
'00:00:49.769',-1.550
'00:00:49.772',-1.505
'00:00:49.775',-1.460
'00:00:49.778',-1.420
'00:00:49.781',-1.380
'00:00:49.783',-1.335
'00:00:49.786',-1.290
'00:00:49.789',-1.255
'00:00:49.792',-1.220
'00:00:49.794',-1.185
'00:00:49.797',-1.145
'00:00:49.800',-1.110
'00:00:49.803',-1.045
'00:00:49.806',-0.975
'00:00:49.808',-0.935
'00:00:49.811',-0.870
'00:00:49.814',-0.835
'00:00:49.817',-0.765
'00:00:49.819',-0.665
'00:00:49.822',-0.555
'00:00:49.825',-0.455
'00:00:49.828',-0.360
'00:00:49.831',-0.290
'00:00:49.833',-0.225
'00:00:49.836',-0.125
'00:00:49.839',-0.040
'00:00:49.842',0.020
'00:00:49.844',0.095
'00:00:49.847',0.145
'00:00:49.850',0.200
'00:00:49.853',0.260
'00:00:49.856',0.340
'00:00:49.858',0.360
'00:00:49.861',0.380
'00:00:49.864',0.380
'00:00:49.867',0.385
'00:00:49.869',0.395
'00:00:49.872',0.415
'00:00:49.875',0.435
'00:00:49.878',0.430
'00:00:49.881',0.440
'00:00:49.883',0.445
'00:00:49.886',0.455
'00:00:49.889',0.470
'00:00:49.892',0.480
'00:00:49.894',0.490
'00:00:49.897',0.480
'00:00:49.900',0.480
'00:00:49.903',0.490
'00:00:49.906',0.500
'00:00:49.908',0.505
'00:00:49.911',0.500
'00:00:49.914',0.485
'00:00:49.917',0.490
'00:00:49.919',0.510
'00:00:49.922',0.535
'00:00:49.925',0.540
'00:00:49.928',0.545
'00:00:49.931',0.530
'00:00:49.933',0.525
'00:00:49.936',0.530
'00:00:49.939',0.550
'00:00:49.942',0.540
'00:00:49.944',0.545
'00:00:49.947',0.530
'00:00:49.950',0.535
'00:00:49.953',0.555
'00:00:49.956',0.565
'00:00:49.958',0.570
'00:00:49.961',0.570
'00:00:49.964',0.555
'00:00:49.967',0.555
'00:00:49.969',0.560
'00:00:49.972',0.585
'00:00:49.975',0.565
'00:00:49.978',0.575
'00:00:49.981',0.560
'00:00:49.983',0.555
'00:00:49.986',0.560
'00:00:49.989',0.565
'00:00:49.992',0.570
'00:00:49.994',0.575
'00:00:49.997',0.600
'00:00:50.000',0.595
'00:00:50.003',0.600
'00:00:50.006',0.575
'00:00:50.008',0.545
'00:00:50.011',0.530
'00:00:50.014',0.520
'00:00:50.017',0.520
'00:00:50.019',0.525
'00:00:50.022',0.535
'00:00:50.025',0.545
'00:00:50.028',0.545
'00:00:50.031',0.540
'00:00:50.033',0.535
'00:00:50.036',0.550
'00:00:50.039',0.550
'00:00:50.042',0.550
'00:00:50.044',0.540
'00:00:50.047',0.515
'00:00:50.050',0.515
'00:00:50.053',0.510
'00:00:50.056',0.530
'00:00:50.058',0.515
'00:00:50.061',0.520
'00:00:50.064',0.505
'00:00:50.067',0.485
'00:00:50.069',0.500
'00:00:50.072',0.505
'00:00:50.075',0.500
'00:00:50.078',0.480
'00:00:50.081',0.475
'00:00:50.083',0.460
'00:00:50.086',0.465
'00:00:50.089',0.470
'00:00:50.092',0.465
'00:00:50.094',0.455
'00:00:50.097',0.425
'00:00:50.100',0.420
'00:00:50.103',0.425
'00:00:50.106',0.415
'00:00:50.108',0.415
'00:00:50.111',0.395
'00:00:50.114',0.360
'00:00:50.117',0.355
'00:00:50.119',0.335
'00:00:50.122',0.340
'00:00:50.125',0.330
'00:00:50.128',0.320
'00:00:50.131',0.295
'00:00:50.133',0.290
'00:00:50.136',0.285
'00:00:50.139',0.285
'00:00:50.142',0.280
'00:00:50.144',0.280
'00:00:50.147',0.260
'00:00:50.150',0.260
'00:00:50.153',0.265
'00:00:50.156',0.265
'00:00:50.158',0.265
'00:00:50.161',0.260
'00:00:50.164',0.265
'00:00:50.167',0.235
'00:00:50.169',0.250
'00:00:50.172',0.265
'00:00:50.175',0.285
'00:00:50.178',0.300
'00:00:50.181',0.300
'00:00:50.183',0.290
'00:00:50.186',0.300
'00:00:50.189',0.315
'00:00:50.192',0.310
'00:00:50.194',0.320
'00:00:50.197',0.325
'00:00:50.200',0.325
'00:00:50.203',0.330
'00:00:50.206',0.340
'00:00:50.208',0.340
'00:00:50.211',0.350
'00:00:50.214',0.345
'00:00:50.217',0.360
'00:00:50.219',0.355
'00:00:50.222',0.355
'00:00:50.225',0.360
'00:00:50.228',0.375
'00:00:50.231',0.365
'00:00:50.233',0.380
'00:00:50.236',0.395
'00:00:50.239',0.415
'00:00:50.242',0.415
'00:00:50.244',0.415
'00:00:50.247',0.400
'00:00:50.250',0.400
'00:00:50.253',0.410
'00:00:50.256',0.430
'00:00:50.258',0.435
'00:00:50.261',0.435
'00:00:50.264',0.435
'00:00:50.267',0.440
'00:00:50.269',0.440
'00:00:50.272',0.455
'00:00:50.275',0.465
'00:00:50.278',0.460
'00:00:50.281',0.455
'00:00:50.283',0.440
'00:00:50.286',0.445
'00:00:50.289',0.465
'00:00:50.292',0.460
'00:00:50.294',0.470
'00:00:50.297',0.460
'00:00:50.300',0.465
'00:00:50.303',0.470
'00:00:50.306',0.485
'00:00:50.308',0.490
'00:00:50.311',0.490
'00:00:50.314',0.495
'00:00:50.317',0.495
'00:00:50.319',0.490
'00:00:50.322',0.490
'00:00:50.325',0.485
'00:00:50.328',0.485
'00:00:50.331',0.480
'00:00:50.333',0.480
'00:00:50.336',0.485
'00:00:50.339',0.490
'00:00:50.342',0.490
'00:00:50.344',0.465
'00:00:50.347',0.455
'00:00:50.350',0.445
'00:00:50.353',0.455
'00:00:50.356',0.450
'00:00:50.358',0.455
'00:00:50.361',0.460
'00:00:50.364',0.445
'00:00:50.367',0.440
'00:00:50.369',0.440
'00:00:50.372',0.450
'00:00:50.375',0.450
'00:00:50.378',0.455
'00:00:50.381',0.440
'00:00:50.383',0.440
'00:00:50.386',0.445
'00:00:50.389',0.450
'00:00:50.392',0.445
'00:00:50.394',0.440
'00:00:50.397',0.425
'00:00:50.400',0.425
'00:00:50.403',0.425
'00:00:50.406',0.440
'00:00:50.408',0.440
'00:00:50.411',0.420
'00:00:50.414',0.420
'00:00:50.417',0.400
'00:00:50.419',0.425
'00:00:50.422',0.440
'00:00:50.425',0.425
'00:00:50.428',0.425
'00:00:50.431',0.415
'00:00:50.433',0.425
'00:00:50.436',0.425
'00:00:50.439',0.435
'00:00:50.442',0.415
'00:00:50.444',0.415
'00:00:50.447',0.390
'00:00:50.450',0.395
'00:00:50.453',0.400
'00:00:50.456',0.405
'00:00:50.458',0.405
'00:00:50.461',0.410
'00:00:50.464',0.400
'00:00:50.467',0.395
'00:00:50.469',0.405
'00:00:50.472',0.405
'00:00:50.475',0.395
'00:00:50.478',0.395
'00:00:50.481',0.380
'00:00:50.483',0.355
'00:00:50.486',0.380
'00:00:50.489',0.405
'00:00:50.492',0.390
'00:00:50.494',0.385
'00:00:50.497',0.385
'00:00:50.500',0.380
'00:00:50.503',0.375
'00:00:50.506',0.380
'00:00:50.508',0.380
'00:00:50.511',0.375
'00:00:50.514',0.370
'00:00:50.517',0.370
'00:00:50.519',0.380
'00:00:50.522',0.375
'00:00:50.525',0.380
'00:00:50.528',0.365
'00:00:50.531',0.355
'00:00:50.533',0.345
'00:00:50.536',0.355
'00:00:50.539',0.375
'00:00:50.542',0.375
'00:00:50.544',0.380
'00:00:50.547',0.365
'00:00:50.550',0.355
'00:00:50.553',0.350
'00:00:50.556',0.360
'00:00:50.558',0.375
'00:00:50.561',0.365
'00:00:50.564',0.340
'00:00:50.567',0.320
'00:00:50.569',0.335
'00:00:50.572',0.355
'00:00:50.575',0.345
'00:00:50.578',0.325
'00:00:50.581',0.325
'00:00:50.583',0.315
'00:00:50.586',0.310
'00:00:50.589',0.330
'00:00:50.592',0.325
'00:00:50.594',0.315
'00:00:50.597',0.315
'00:00:50.600',0.305
'00:00:50.603',0.315
'00:00:50.606',0.325
'00:00:50.608',0.310
'00:00:50.611',0.320
'00:00:50.614',0.320
'00:00:50.617',0.300
'00:00:50.619',0.305
'00:00:50.622',0.300
'00:00:50.625',0.305
'00:00:50.628',0.300
'00:00:50.631',0.295
'00:00:50.633',0.290
'00:00:50.636',0.305
'00:00:50.639',0.310
'00:00:50.642',0.335
'00:00:50.644',0.330
'00:00:50.647',0.325
'00:00:50.650',0.340
'00:00:50.653',0.345
'00:00:50.656',0.370
'00:00:50.658',0.375
'00:00:50.661',0.380
'00:00:50.664',0.375
'00:00:50.667',0.375
'00:00:50.669',0.360
'00:00:50.672',0.355
'00:00:50.675',0.340
'00:00:50.678',0.330
'00:00:50.681',0.310
'00:00:50.683',0.310
'00:00:50.686',0.295
'00:00:50.689',0.305
'00:00:50.692',0.310
'00:00:50.694',0.295
'00:00:50.697',0.300
'00:00:50.700',0.300
'00:00:50.703',0.300
'00:00:50.706',0.300
'00:00:50.708',0.285
'00:00:50.711',0.270
'00:00:50.714',0.280
'00:00:50.717',0.260
'00:00:50.719',0.265
'00:00:50.722',0.260
'00:00:50.725',0.235
'00:00:50.728',0.235
'00:00:50.731',0.210
'00:00:50.733',0.205
'00:00:50.736',0.210
'00:00:50.739',0.220
'00:00:50.742',0.220
'00:00:50.744',0.215
'00:00:50.747',0.200
'00:00:50.750',0.190
'00:00:50.753',0.185
'00:00:50.756',0.200
'00:00:50.758',0.195
'00:00:50.761',0.185
'00:00:50.764',0.195
'00:00:50.767',0.190
'00:00:50.769',0.205
'00:00:50.772',0.215
'00:00:50.775',0.210
'00:00:50.778',0.205
'00:00:50.781',0.185
'00:00:50.783',0.190
'00:00:50.786',0.185
'00:00:50.789',0.185
'00:00:50.792',0.195
'00:00:50.794',0.190
'00:00:50.797',0.170
'00:00:50.800',0.175
'00:00:50.803',0.175
'00:00:50.806',0.195
'00:00:50.808',0.190
'00:00:50.811',0.190
'00:00:50.814',0.180
'00:00:50.817',0.160
'00:00:50.819',0.180
'00:00:50.822',0.205
'00:00:50.825',0.205
'00:00:50.828',0.190
'00:00:50.831',0.150
'00:00:50.833',0.080
'00:00:50.836',0.010
'00:00:50.839',-0.060
'00:00:50.842',-0.165
'00:00:50.844',-0.300
'00:00:50.847',-0.490
'00:00:50.850',-0.735
'00:00:50.853',-1.000
'00:00:50.856',-1.225
'00:00:50.858',-1.375
'00:00:50.861',-1.415
'00:00:50.864',-1.425
'00:00:50.867',-1.390
'00:00:50.869',-1.335
'00:00:50.872',-1.285
'00:00:50.875',-1.230
'00:00:50.878',-1.160
'00:00:50.881',-1.135
'00:00:50.883',-1.090
'00:00:50.886',-1.060
'00:00:50.889',-1.030
'00:00:50.892',-0.990
'00:00:50.894',-0.950
'00:00:50.897',-0.915
'00:00:50.900',-0.870
'00:00:50.903',-0.805
'00:00:50.906',-0.735
'00:00:50.908',-0.690
'00:00:50.911',-0.625
'00:00:50.914',-0.520
'00:00:50.917',-0.415
'00:00:50.919',-0.315
'00:00:50.922',-0.225
'00:00:50.925',-0.155
'00:00:50.928',-0.075
'00:00:50.931',-0.010
'00:00:50.933',0.065
'00:00:50.936',0.140
'00:00:50.939',0.210
'00:00:50.942',0.265
'00:00:50.944',0.325
'00:00:50.947',0.355
'00:00:50.950',0.365
'00:00:50.953',0.390
'00:00:50.956',0.405
'00:00:50.958',0.410
'00:00:50.961',0.395
'00:00:50.964',0.395
'00:00:50.967',0.405
'00:00:50.969',0.425
'00:00:50.972',0.420
'00:00:50.975',0.430
'00:00:50.978',0.440
'00:00:50.981',0.440
'00:00:50.983',0.435
'00:00:50.986',0.450
'00:00:50.989',0.460
'00:00:50.992',0.465
'00:00:50.994',0.460
'00:00:50.997',0.450
'00:00:51.000',0.455
'00:00:51.003',0.470
'00:00:51.006',0.480
'00:00:51.008',0.465
'00:00:51.011',0.460
'00:00:51.014',0.445
'00:00:51.017',0.425
'00:00:51.019',0.430
'00:00:51.022',0.430
'00:00:51.025',0.420
'00:00:51.028',0.420
'00:00:51.031',0.425
'00:00:51.033',0.410
'00:00:51.036',0.425
'00:00:51.039',0.435
'00:00:51.042',0.425
'00:00:51.044',0.430
'00:00:51.047',0.415
'00:00:51.050',0.425
'00:00:51.053',0.445
'00:00:51.056',0.455
'00:00:51.058',0.460
'00:00:51.061',0.445
'00:00:51.064',0.430
'00:00:51.067',0.415
'00:00:51.069',0.415
'00:00:51.072',0.440
'00:00:51.075',0.435
'00:00:51.078',0.400
'00:00:51.081',0.375
'00:00:51.083',0.345
'00:00:51.086',0.345
'00:00:51.089',0.350
'00:00:51.092',0.350
'00:00:51.094',0.345
'00:00:51.097',0.340
'00:00:51.100',0.350
'00:00:51.103',0.365
'00:00:51.106',0.365
'00:00:51.108',0.350
'00:00:51.111',0.340
'00:00:51.114',0.330
'00:00:51.117',0.320
'00:00:51.119',0.330
'00:00:51.122',0.335
'00:00:51.125',0.340
'00:00:51.128',0.325
'00:00:51.131',0.320
'00:00:51.133',0.305
'00:00:51.136',0.300
'00:00:51.139',0.305
'00:00:51.142',0.290
'00:00:51.144',0.275
'00:00:51.147',0.255
'00:00:51.150',0.240
'00:00:51.153',0.190
'00:00:51.156',0.185
'00:00:51.158',0.165
'00:00:51.161',0.165
'00:00:51.164',0.150
'00:00:51.167',0.125
'00:00:51.169',0.130
'00:00:51.172',0.125
'00:00:51.175',0.125
'00:00:51.178',0.115
'00:00:51.181',0.070
'00:00:51.183',0.040
'00:00:51.186',0.030
'00:00:51.189',0.045
'00:00:51.192',0.020
'00:00:51.194',0.025
'00:00:51.197',0.005
'00:00:51.200',-0.010
'00:00:51.203',0.000
'00:00:51.206',0.000
'00:00:51.208',-0.005
